timetable_id,stop_id,stop_sequence,stop_name,connected_routes
7001,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7001,799209,2,Walmart,1/Montello Street Via North Main Street
7002,799265,1,Kmart Plaza,2/S Plaza/Campello Via Main Street
7002,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7003,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7003,799265,2,Kmart Plaza,2/S Plaza/Campello Via Main Street
7004,799265,1,Kmart Plaza,2/S Plaza/Campello Via Main Street
7004,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7005,799265,1,Kmart Plaza,2/S Plaza/Campello Via Main Street
7005,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7006,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7006,799265,2,Kmart Plaza,2/S Plaza/Campello Via Main Street
7007,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7007,799265,2,Kmart Plaza,2/S Plaza/Campello Via Main Street
7008,799306,1,Veterans Hospital,3/VA Hospital via Belmont
7008,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7009,799306,1,Veterans Hospital,3/VA Hospital via Belmont
7009,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7010,799306,1,Veterans Hospital,3/VA Hospital via Belmont
7010,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7011,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7011,799306,2,Veterans Hospital,3/VA Hospital via Belmont
7012,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7012,799306,2,Veterans Hospital,3/VA Hospital via Belmont
7013,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7013,799306,2,Veterans Hospital,3/VA Hospital via Belmont
7014,799905,1,"WalMart (Oak St, Brockton)","13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
7014,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7015,799905,1,"WalMart (Oak St, Brockton)","13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
7015,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7016,799905,1,"WalMart (Oak St, Brockton)","13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
7016,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7017,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7017,799905,2,"WalMart (Oak St, Brockton)","13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
7018,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7018,799905,2,"WalMart (Oak St, Brockton)","13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
7019,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7019,799905,2,"WalMart (Oak St, Brockton)","13/Mini-Maller Westgate Mall, Brockton, 4/Westgate via Pleasant"
7020,799353,1,Westgate Mall Entrance by Sears,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
7020,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7021,799353,1,Westgate Mall Entrance by Sears,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
7021,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7022,799353,1,Westgate Mall Entrance by Sears,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
7022,799180,2,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7023,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7023,799353,2,Westgate Mall Entrance by Sears,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
7024,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7024,799353,2,Westgate Mall Entrance by Sears,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
7025,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7025,799353,2,Westgate Mall Entrance by Sears,"13/Mini-Maller Westgate Mall, Brockton, 14/Stoughton via Brockton, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant"
7026,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7026,799181,2,Commercial St and School St,"1/Montello Street Via North Main Street, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, /Dial-A-Bat Senior Service"
7026,799391,3,Crescent St and Otis St,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
7026,2740073,4,Crescent St and Brockton Day Nursery,5/Brockton Hospital via Centre Street
7026,799392,5,Crescent St and Summer St,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
7026,807105,6,Lyman St and Erie Ave,5/Brockton Hospital via Centre Street
7026,799394,7,Lyman St and Wendell Ave,5/Brockton Hospital via Centre Street
7026,799395,8,Lyman St and Centre St,5/Brockton Hospital via Centre Street
7026,799396,9,Centre St and Kingman St,5/Brockton Hospital via Centre Street
7026,799397,10,East Junior High School,5/Brockton Hospital via Centre Street
7026,2740074,11,Centre St and Hill St,5/Brockton Hospital via Centre Street
7026,799398,12,Centre St and Gladstone St,5/Brockton Hospital via Centre Street
7026,799399,13,Centre St at Plaza,5/Brockton Hospital via Centre Street
7026,799400,14,Centre St and Galen St,5/Brockton Hospital via Centre Street
7026,799401,15,Centre St and Brockton Ave,5/Brockton Hospital via Centre Street
7026,799402,16,Brockton Hospital,"5/Brockton Hospital via Centre Street, RF/Rockland Flex"
7026,799403,17,Centre St and Sterling Rd,5/Brockton Hospital via Centre Street
7026,799404,18,Libby St and Centre St,5/Brockton Hospital via Centre Street
7026,799405,19,Libby St and Quincy Ave,5/Brockton Hospital via Centre Street
7026,799407,20,Quincy St at Doctors Building,5/Brockton Hospital via Centre Street
7026,799408,21,Centre St and Guild Rd,5/Brockton Hospital via Centre Street
7026,799409,22,Centre St at Harold St-Ames Rd,5/Brockton Hospital via Centre Street
7026,799410,23,Centre St and Edward St,5/Brockton Hospital via Centre Street
7026,799411,24,Walmart,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, RF/Rockland Flex"
7027,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7027,799411,2,Walmart,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, RF/Rockland Flex"
7028,799180,1,BAT Center,"10/11/Lisa & Howard via N Quincy & Court, 10/Lisa & Howard via N Quincy & Court, 11/Cary Hill & The Village, 12/Ashmont, 14/Stoughton via Brockton, 1/Montello Street Via North Main Street, 2/S Plaza/Campello Via Main Street, 3/VA Hospital via Belmont, 4A/Westgate Mall via N Warren, 4/Westgate via Pleasant, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, 8/Southfield via Warren & Plain Street, 9/Pearl via W Elm & Torrey, BSU 4/Route 28, /Dial-A-Bat ADA Service, /Dial-A-Bat Senior Service, RF/Rockland Flex, /Test Area to Point Route"
7028,799411,2,Walmart,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, RF/Rockland Flex"
7029,799411,1,Walmart,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street, RF/Rockland Flex"
7029,799412,2,Brockton Ave at Line,5/Brockton Hospital via Centre Street
7029,799416,3,Centre Street and Short Street,5/Brockton Hospital via Centre Street
7029,799413,4,Centre Street and Edward Street,5/Brockton Hospital via Centre Street
7029,799417,5,Centre St and Bates Rd,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
7029,2740070,6,Centre St and Ames Rd,5/Brockton Hospital via Centre Street
7029,2740071,7,Centre St and Guild Rd,5/Brockton Hospital via Centre Street
7029,799418,8,Centre St and Quincy St,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
7029,799402,9,Brockton Hospital,"5/Brockton Hospital via Centre Street, RF/Rockland Flex"
7029,799420,10,Centre St and Adams St,5/Brockton Hospital via Centre Street
7029,799421,11,Centre St and Prince St,5/Brockton Hospital via Centre Street
7029,799422,12,Centre St and Howland St,5/Brockton Hospital via Centre Street
7029,799423,13,Centre St and Sheridan St,5/Brockton Hospital via Centre Street
7029,799424,14,East Junior High School,5/Brockton Hospital via Centre Street
7029,799426,15,Centre St and Lyman St,5/Brockton Hospital via Centre Street
7029,807106,16,Lyman St and Centre St,5/Brockton Hospital via Centre Street
7029,799427,17,Lyman St and Wendell Ave,5/Brockton Hospital via Centre Street
7029,799428,18,Lyman and Crescent Ave,5/Brockton Hospital via Centre Street
7029,799429,19,Crescent Ave and Plymouth St,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
7029,2740072,20,Crescent St and Otis St,"5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
7029,799333,21,Commercial St and School St,"3/VA Hospital via Belmont, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
7029,799334,22,Commercial St at Centre St,"3/VA Hospital via Belmont, 5/Brockton Hospital via Centre Street, 6/Massasoit via Crescent Street"
