timetable_id,stop_id,stop_sequence,stop_name,connected_routes
3617,2448849,1,Main Street & School Street,2/ANDOVER SQUARE VIA SOUTH BROADWAY
3617,2448890,2,Andover Square,2/ANDOVER SQUARE VIA SOUTH BROADWAY
3617,2448724,3,Shawsheen Square,"2/ANDOVER SQUARE VIA SOUTH BROADWAY, 99/Methuen-Lawrence-Andover to Boston"
3617,2448810,4,S Broadway & Mt Vernon Street,"26/IRS/RAYTHEON (NUKES & TAXES), 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 99/Methuen-Lawrence-Andover to Boston"
3617,2448882,5,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3619,2448770,1,Marriott Springhill Suites,7/BEACON STREET/MOUNT VERNON
3619,2448732,2,Courtyard Marriott,7/BEACON STREET/MOUNT VERNON
3619,3475112,3,Andover Street & Beacon Street,7/BEACON STREET/MOUNT VERNON
3619,2448882,4,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3620,2448770,1,Marriott Springhill Suites,7/BEACON STREET/MOUNT VERNON
3620,2448732,2,Courtyard Marriott,7/BEACON STREET/MOUNT VERNON
3620,3475112,3,Andover Street & Beacon Street,7/BEACON STREET/MOUNT VERNON
3620,2448882,4,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3622,2448882,1,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3622,2448827,2,Andover Street & Beacon Street,"27/BEACON STREET SPECIAL, 7/BEACON STREET/MOUNT VERNON"
3622,2448721,3,Lawrence Vocational School (VOC),7/BEACON STREET/MOUNT VERNON
3622,2448770,4,Marriott Springhill Suites,7/BEACON STREET/MOUNT VERNON
3624,2448882,1,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3624,2448827,2,Andover Street & Beacon Street,"27/BEACON STREET SPECIAL, 7/BEACON STREET/MOUNT VERNON"
3624,2448721,3,Lawrence Vocational School (VOC),7/BEACON STREET/MOUNT VERNON
3624,2448770,4,Marriott Springhill Suites,7/BEACON STREET/MOUNT VERNON
3741,2448845,1,Washington Square Transit Center,"13/STATELINE PLAZA/PLAISTOW, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 15/WESTGATE PLAZA VIA HILLDALE, 16/WESTGATE PLAZA VIA WASHINGTON STREET, 17/SALISBURY BEACH VIA AMESBURY, 18/RIVERSIDE/GROVELAND, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 51/Haverhill-Amesbury"
3741,2448809,2,River Street & Lowell Ave,"11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 1/LAWRENCE-HAVERHILL VIA THE LOOP"
3741,4212790,3,The Loop,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3741,2448751,4,Methuen Plaza - Walmart,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3741,2448804,5,Target Plaza,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3741,4247392,6,Jackson and Swan Street,1/LAWRENCE-HAVERHILL VIA THE LOOP
3741,2448882,7,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3742,2448882,1,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3742,2448765,2,NECC Lawrence Campus,"10/VILLAGE MALL VIA BROADWAY, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 56/NECC Express"
3742,4247391,3,Jackson and Swan,1/LAWRENCE-HAVERHILL VIA THE LOOP
3742,4212790,4,The Loop,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3742,2448751,5,Methuen Plaza - Walmart,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3742,2448804,6,Target Plaza,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3742,2448782,7,River Street & Lowell Ave,"11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 1/LAWRENCE-HAVERHILL VIA THE LOOP"
3742,2448845,8,Washington Square Transit Center,"13/STATELINE PLAZA/PLAISTOW, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 15/WESTGATE PLAZA VIA HILLDALE, 16/WESTGATE PLAZA VIA WASHINGTON STREET, 17/SALISBURY BEACH VIA AMESBURY, 18/RIVERSIDE/GROVELAND, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 51/Haverhill-Amesbury"
3743,2448845,1,Washington Square Transit Center,"13/STATELINE PLAZA/PLAISTOW, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 15/WESTGATE PLAZA VIA HILLDALE, 16/WESTGATE PLAZA VIA WASHINGTON STREET, 17/SALISBURY BEACH VIA AMESBURY, 18/RIVERSIDE/GROVELAND, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 51/Haverhill-Amesbury"
3743,2448809,2,River Street & Lowell Ave,"11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 1/LAWRENCE-HAVERHILL VIA THE LOOP"
3743,4212790,3,The Loop,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3743,2448751,4,Methuen Plaza - Walmart,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3743,2448804,5,Target Plaza,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3743,4247392,6,Jackson and Swan Street,1/LAWRENCE-HAVERHILL VIA THE LOOP
3743,2448882,7,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3744,2448882,1,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3744,2448765,2,NECC Lawrence Campus,"10/VILLAGE MALL VIA BROADWAY, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 56/NECC Express"
3744,4247391,3,Jackson and Swan,1/LAWRENCE-HAVERHILL VIA THE LOOP
3744,4212790,4,The Loop,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3744,2448751,5,Methuen Plaza - Walmart,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3744,2448804,6,Target Plaza,"1/LAWRENCE-HAVERHILL VIA THE LOOP, 4/THE LOOP VIA PROSPECT HILL"
3744,2448782,7,River Street & Lowell Ave,"11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 1/LAWRENCE-HAVERHILL VIA THE LOOP"
3744,2448845,8,Washington Square Transit Center,"13/STATELINE PLAZA/PLAISTOW, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 15/WESTGATE PLAZA VIA HILLDALE, 16/WESTGATE PLAZA VIA WASHINGTON STREET, 17/SALISBURY BEACH VIA AMESBURY, 18/RIVERSIDE/GROVELAND, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 51/Haverhill-Amesbury"
3747,2579602,1,Plaistow Walmart,13/STATELINE PLAZA/PLAISTOW
3747,2579603,2,Plaistow Market Basket,13/STATELINE PLAZA/PLAISTOW
3747,2448766,3,Stateline Plaza - TJ Maxx,13/STATELINE PLAZA/PLAISTOW
3747,2448867,4,Monument Square,13/STATELINE PLAZA/PLAISTOW
3747,2448845,5,Washington Square Transit Center,"13/STATELINE PLAZA/PLAISTOW, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 15/WESTGATE PLAZA VIA HILLDALE, 16/WESTGATE PLAZA VIA WASHINGTON STREET, 17/SALISBURY BEACH VIA AMESBURY, 18/RIVERSIDE/GROVELAND, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 51/Haverhill-Amesbury"
3748,2448845,1,Washington Square Transit Center,"13/STATELINE PLAZA/PLAISTOW, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 15/WESTGATE PLAZA VIA HILLDALE, 16/WESTGATE PLAZA VIA WASHINGTON STREET, 17/SALISBURY BEACH VIA AMESBURY, 18/RIVERSIDE/GROVELAND, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 51/Haverhill-Amesbury"
3748,2448842,2,Monument Square,13/STATELINE PLAZA/PLAISTOW
3748,2448825,3,North Avenue & Gas Company Road,13/STATELINE PLAZA/PLAISTOW
3748,2448766,4,Stateline Plaza - TJ Maxx,13/STATELINE PLAZA/PLAISTOW
3748,2579602,5,Plaistow Walmart,13/STATELINE PLAZA/PLAISTOW
3751,2448882,1,McGovern Transportation Center,"10/VILLAGE MALL VIA BROADWAY, 11/LAWRENCE-HAVERHILL-NEWBURYPORT LIMITED, 14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL, 1/LAWRENCE-HAVERHILL VIA THE LOOP, 23/BEACH EXPRESS, 24/LAWRENCE-LOWELL, 2/ANDOVER SQUARE VIA SOUTH BROADWAY, 3/NORTH ANDOVER/WOODRIDGE, 4/THE LOOP VIA PROSPECT HILL, 5/MERRIMAC PLAZA/DANA FARBER VIA WATER STREET, 6/HOLY FAMILY HOSPITAL VIA LAWRENCE GENERAL, 7/BEACON STREET/MOUNT VERNON, 8/NORTH ANDOVER MALL VIA PARKER STREET, 9/MERRIMACK COLLEGE VIA SOUTH UNION STREET/NORTH ANDOVER MALL"
3751,4244378,2,North Andover Senior Center,14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL
3751,4244431,3,Amazon Distribution Center,14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL
3751,2594239,4,Ward Hill Avenue - Cedars Warehouse,14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL
3751,4247489,5,BJ's ,14/LAWRENCE-HAVERHILL VIA AMAZON/WARD HILL
