timetable_id,stop_id,stop_sequence,stop_name,connected_routes
5073,798372,10,Sheedy Park,"2/Gloucester Crossing/Business Express, /School Trippers, Tripper/Downtown Gloucester to GHS"
5073,798353,11,Commuter Rail Station - Gloucester ,"11/Stage Fort Park Shuttle, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 7/Saturday Mall Shuttle, 9/Beverly Commuter, /Blackburn Tripper, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5073,798374,12,McPherson Park,"2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, /School Trippers, Tripper/Downtown Gloucester to GHS"
5073,798382,13,Post Office - City Hall,"2/Gloucester Crossing/Business Express, /School Trippers, Tripper/Downtown Gloucester to GHS"
5073,798323,14,Curtis - Clark Building,"2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, /School Trippers, Tripper/Downtown Gloucester to GHS"
5073,798390,15,Senior Center - Dunkin' Donuts,"2/Gloucester Crossing/Business Express, Tripper/Back Shore, Rocky Neck to GHS"
5074,798362,1,Lexington Ave & Flume Rd,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5074,798368,2,Magnolia Square,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5074,798417,3,Western Ave & Magnolia Ave,"6/Magnolia, /School Trippers, Tripper/Magnolia Ave, Atlantic St to GHS, Tripper/Magnolia to GHS"
5074,798386,4,Ravenswood Park,"6/Magnolia, Tripper/Magnolia to GHS"
5074,798395,5,Western Ave & Stage Fort Park,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5074,798352,6,Gloucester High School,"2/Gloucester Crossing/Business Express, 4/Gloucester - Rockport via Thatcher Road, 6/Magnolia, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Downtown Gloucester to GHS, Tripper/Essex Ave to GHS, Tripper/Magnolia Ave, Atlantic St to GHS, Tripper/Magnolia to GHS, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Rocky Neck, Eastern Ave to GHS, Tripper/Washington St, Cherry St to GHS"
5074,798326,7,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5075,798326,1,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5075,798369,2,Main St & Pleasant St,"11/Stage Fort Park Shuttle, 1/Gloucester - Rockport via Eastern Ave, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /Cruiseship Trolley, /School Trippers, Tripper/Magnolia to GHS"
5075,798395,3,Western Ave & Stage Fort Park,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5075,798355,4,Hammond Castle,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5075,4247233,5,Rafe's Chasm,6/Magnolia
5075,798362,6,Lexington Ave & Flume Rd,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5076,798326,1,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5076,798369,2,Main St & Pleasant St,"11/Stage Fort Park Shuttle, 1/Gloucester - Rockport via Eastern Ave, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /Cruiseship Trolley, /School Trippers, Tripper/Magnolia to GHS"
5076,798395,3,Western Ave & Stage Fort Park,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5076,798355,4,Hammond Castle,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5076,4247233,5,Rafe's Chasm,6/Magnolia
5076,798362,6,Lexington Ave & Flume Rd,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5077,798362,1,Lexington Ave & Flume Rd,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5077,798368,2,Magnolia Square,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5077,798417,3,Western Ave & Magnolia Ave,"6/Magnolia, /School Trippers, Tripper/Magnolia Ave, Atlantic St to GHS, Tripper/Magnolia to GHS"
5077,798386,4,Ravenswood Park,"6/Magnolia, Tripper/Magnolia to GHS"
5077,798395,5,Western Ave & Stage Fort Park,"6/Magnolia, /School Trippers, Tripper/Magnolia to GHS"
5077,798326,6,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5078,798326,1,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5078,798369,2,Main St & Pleasant St,"11/Stage Fort Park Shuttle, 1/Gloucester - Rockport via Eastern Ave, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /Cruiseship Trolley, /School Trippers, Tripper/Magnolia to GHS"
5078,798353,3,Commuter Rail Station - Gloucester ,"11/Stage Fort Park Shuttle, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 7/Saturday Mall Shuttle, 9/Beverly Commuter, /Blackburn Tripper, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5078,802509,4,Addison Gilbert Hospital,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5078,4247225,5,Goose Gove Reservation,3/Lanesville
5078,802517,6,Lanesville Post Office,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5078,4247223,7,Halibut Point State Park,3/Lanesville
5078,798388,8,Train Station - Rockport,"10/Rockport Shuttle, 3/Lanesville, 9/Beverly Commuter, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5078,798387,9,Rockport Market,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798387,1,Rockport Market,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798325,2,Dock Square,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /Cape Ann Works, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798388,3,Train Station - Rockport,"10/Rockport Shuttle, 3/Lanesville, 9/Beverly Commuter, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,4247223,4,Halibut Point State Park,3/Lanesville
5079,798358,5,Lanesville Post Office,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5079,798300,6,Annisquam Village Church,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5079,798299,7,Addison Gilbert Hospital,"2/Gloucester Crossing/Business Express, 3/Lanesville, /Blackburn Tripper, /School Trippers, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5079,4247510,8,Washington St & Railroad Ave,"2A/Gloucester Crossing/Blackburn Express, 3/Lanesville"
5079,798326,9,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5080,798387,1,Rockport Market,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5080,798325,2,Dock Square,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /Cape Ann Works, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5080,798388,3,Train Station - Rockport,"10/Rockport Shuttle, 3/Lanesville, 9/Beverly Commuter, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5080,4247223,4,Halibut Point State Park,3/Lanesville
5080,798358,5,Lanesville Post Office,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5080,798300,6,Annisquam Village Church,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5080,798299,7,Addison Gilbert Hospital,"2/Gloucester Crossing/Business Express, 3/Lanesville, /Blackburn Tripper, /School Trippers, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5080,4247510,8,Washington St & Railroad Ave,"2A/Gloucester Crossing/Blackburn Express, 3/Lanesville"
5080,798326,9,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5081,798326,1,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5081,798369,2,Main St & Pleasant St,"11/Stage Fort Park Shuttle, 1/Gloucester - Rockport via Eastern Ave, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /Cruiseship Trolley, /School Trippers, Tripper/Magnolia to GHS"
5081,798353,3,Commuter Rail Station - Gloucester ,"11/Stage Fort Park Shuttle, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 7/Saturday Mall Shuttle, 9/Beverly Commuter, /Blackburn Tripper, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Downtown Gloucester to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5081,802509,4,Addison Gilbert Hospital,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS, Tripper/Washington St, Cherry St to GHS"
5081,4247225,5,Goose Gove Reservation,3/Lanesville
5081,802517,6,Lanesville Post Office,"3/Lanesville, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5081,4247223,7,Halibut Point State Park,3/Lanesville
5081,798388,8,Train Station - Rockport,"10/Rockport Shuttle, 3/Lanesville, 9/Beverly Commuter, /School Trippers, Tripper/Rockport, Lanesville, Washington St to GHS"
5081,798387,9,Rockport Market,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5082,4247227,1,Essex Housing Authority,5/Gloucester - West Gloucester - Essex
5082,4247228,2,Winthrop St/Western Ave ,5/Gloucester - West Gloucester - Essex
5082,4247229,3,First Congregational Church,5/Gloucester - West Gloucester - Essex
5082,4247230,4,South Village Center (Blue Marlin),5/Gloucester - West Gloucester - Essex
5082,798347,5,Essex Town Line,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5082,798340,6,Essex Ave & Lawrence Mountain Rd,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5082,798414,7,Train Station - West Gloucester,"5/Gloucester - West Gloucester - Essex, /Cape Ann Works, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia Ave, Atlantic St to GHS"
5082,798341,8,Essex Ave & Edgewood Rd,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia Ave, Atlantic St to GHS"
5082,798326,9,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5083,4247227,1,Essex Housing Authority,5/Gloucester - West Gloucester - Essex
5083,4247228,2,Winthrop St/Western Ave ,5/Gloucester - West Gloucester - Essex
5083,4247229,3,First Congregational Church,5/Gloucester - West Gloucester - Essex
5083,4247230,4,South Village Center (Blue Marlin),5/Gloucester - West Gloucester - Essex
5083,798347,5,Essex Town Line,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5083,798340,6,Essex Ave & Lawrence Mountain Rd,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5083,798414,7,Train Station - West Gloucester,"5/Gloucester - West Gloucester - Essex, /Cape Ann Works, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia Ave, Atlantic St to GHS"
5083,798341,8,Essex Ave & Edgewood Rd,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia Ave, Atlantic St to GHS"
5083,798326,9,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5084,798326,1,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5084,798369,2,Main St & Pleasant St,"11/Stage Fort Park Shuttle, 1/Gloucester - Rockport via Eastern Ave, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /Cruiseship Trolley, /School Trippers, Tripper/Magnolia to GHS"
5084,798415,3,Western Ave & Centennial Ave,"5/Gloucester - West Gloucester - Essex, Tripper/Essex Ave to GHS"
5084,798356,4,Heights at Cape Ann,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5084,798414,5,Train Station - West Gloucester,"5/Gloucester - West Gloucester - Essex, /Cape Ann Works, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia Ave, Atlantic St to GHS"
5084,798342,6,Essex Ave & Fernald St,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5084,798347,7,Essex Town Line,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5084,4247230,8,South Village Center (Blue Marlin),5/Gloucester - West Gloucester - Essex
5084,4247231,9,Martin St/Winthrop St (Bank Gloucester),5/Gloucester - West Gloucester - Essex
5084,4247232,10,Essex Housing Authority,5/Gloucester - West Gloucester - Essex
5085,798326,1,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5085,798369,2,Main St & Pleasant St,"11/Stage Fort Park Shuttle, 1/Gloucester - Rockport via Eastern Ave, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /Cruiseship Trolley, /School Trippers, Tripper/Magnolia to GHS"
5085,798415,3,Western Ave & Centennial Ave,"5/Gloucester - West Gloucester - Essex, Tripper/Essex Ave to GHS"
5085,798356,4,Heights at Cape Ann,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5085,798414,5,Train Station - West Gloucester,"5/Gloucester - West Gloucester - Essex, /Cape Ann Works, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia Ave, Atlantic St to GHS"
5085,798342,6,Essex Ave & Fernald St,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5085,798347,7,Essex Town Line,"5/Gloucester - West Gloucester - Essex, /School Trippers, Tripper/Essex Ave to GHS"
5085,4247230,8,South Village Center (Blue Marlin),5/Gloucester - West Gloucester - Essex
5085,4247231,9,Martin St/Winthrop St (Bank Gloucester),5/Gloucester - West Gloucester - Essex
5085,4247232,10,Essex Housing Authority,5/Gloucester - West Gloucester - Essex
5086,798326,1,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5086,801986,2,Stop & Shop - CVS,"1/Gloucester - Rockport via Eastern Ave, 4/Gloucester - Rockport via Thatcher Road"
5086,801990,3,Shaw's Supermarket,1/Gloucester - Rockport via Eastern Ave
5086,798387,4,Rockport Market,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5087,798387,1,Rockport Market,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5087,798325,2,Dock Square,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /Cape Ann Works, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5087,801990,3,Shaw's Supermarket,1/Gloucester - Rockport via Eastern Ave
5087,801986,4,Stop & Shop - CVS,"1/Gloucester - Rockport via Eastern Ave, 4/Gloucester - Rockport via Thatcher Road"
5087,798326,5,Rose Baker Senior Center,"1/Gloucester - Rockport via Eastern Ave, 2A/Gloucester Crossing/Blackburn Express, 2/Gloucester Crossing/Business Express, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, 5/Gloucester - West Gloucester - Essex, 6/Magnolia, 7/Saturday Mall Shuttle, /Blackburn Tripper, /School Trippers, Tripper/Essex Ave to GHS, Tripper/Magnolia to GHS"
5088,798387,1,Rockport Market,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5088,798325,2,Dock Square,"10/Rockport Shuttle, 1/Gloucester - Rockport via Eastern Ave, 3/Lanesville, 4/Gloucester - Rockport via Thatcher Road, /Cape Ann Works, /School Trippers, Tripper/Back Shore, Rocky Neck to GHS, Tripper/Rockport, Lanesville, Washington St to GHS"
5088,801990,3,Shaw's Supermarket,1/Gloucester - Rockport via Eastern Ave
5088,801986,4,Stop & Shop - CVS,"1/Gloucester - Rockport via Eastern Ave, 4/Gloucester - Rockport via Thatcher Road"
